line,label,,
my sudden death?,1,,
"he struck him full in the right shoulder, under the breastplate's hollow the ripping point tore deep, shearing its way through, annor splattered with blood as Pandarus triumphed, shouting over Tydides wildly, ""Move up, attack, my high-hearted Trojans, lash your stallions!",1,,
she blinds us aII.,1,,
350,0,,
Now surely I've never probed or pried in the past.,1,,
PARTHENIVS (par-the'-ni-us): river in Paphlagonia.,0,,
"basic point.', , is the continuity of oral and written literature.",1,,
940,0,,
2.665.,0,,
440,0,,
"And the cry pierced Menelaus, deeply tom now as he probed his own great heart: ""What can I do?",1,,
"But the plowland here will rot your bones, my brother, as you lie dead in Troy, your mission left unfinished.",1,,
"There-quick Oilean Ajax rushed Cleobulus, took him alive, stumbling blind in the rout but took his life at once, snapped his strength with a sword that hewed his neckbone-up to the hilt so the whole blade ran hot with blood, and red death came flooding down his eyes, and the strong force of fate.",1,,
Everywhere in Homer's saga of the rage of Achilles,1,,
"The man who brings the ransom can take away the body, if Olympian Zeus himself insists in all earnest:' While mother and son agreed among the clustered ships, trading between each other many Winged words, Father Zeus sped Iris down to sacred Troy: ""Quick on your way now, Iris, shear the wind!",1,,
"And the paired horses reared apart-a raspy creak of the yoke, the reins flying, fouled as the trace horse thrashed the dust in death-throes.",1,,
"Achaeans armed in bronze will thrill to his call, they'll put up a man to battle shining Hector."" So Apollo staged the action.",1,,
"One can achieve his fill of all good things,",1,,
110,0,,
for the twelve days Priam needs for the funeral of Hector.,1,,
"Look, dear friends have come our way- I must be sorely needed now-my dearest friends in all the Achaean armies, even in my anger."" So Prince Achilles hailed and led them in, sat them down on settles with purple carpets and quickly told Patroclus standing by, ""Come, a bigger winebowl, son of Menoetius, set it here.",1,,
120,0,,
my sons' wives hauled offby the Argives' bloody hands!,1,,
290,0,,
of writing.,1,,
"true, but the life that's left me will be long.",1,,
Strife the mighty driver of armies rose in strength and Athena bellowed her stunning war cry-standing now at the edge of the deep-dug trench outside the rampart.,1,,
"We must be on our way!"" Terrified by their father's rough commands the sons trundled a mule-wagon out at once, a good smooth-running one, newly finished, balanced and bolted tight, and strapped a big wicker cradle across its frame.",1,,
No.,1,,
"But no, no joy did even powerful Hyperenor, breaker of horses, get from hisyoung strength when he scorned me, stood up to me, reviling meas the weakest fighter in all Achaea's armies.",1,,
BOOK 23:,0,,
HOMER:,0,,
They swung down from their chariots onto earth to hear what Hector dear to Zeus commanded now.,1,,
not battering through-the brazen point bent back in ·the lough armor.,1,,
He knows himself.,1,,
He still can't block the power of man-killing Hector!,1,,
"AMAZONS (am'-a-zonz): a mythical nation of women warriors, vaguely located in the north.",0,,
"Clearly it's not my fate to journey home again to the fatherland I love, to bring some joy to my dear wife.,my baby son."" But Hector, his helmet flashing, answered nothing-he swept past him, Hector burning to thrust the Argives back at once and tear the life and soul out of whole battalions.",1,,
THE GREAT GATHERING OF ARMIES,0,,
750,0,,
"But you, my King, be on your guard yourself.",1,,
120,0,,
Patroclus Fights and Dies,0,,
Greaves: tin or leather armor that covered the leg below the knee.,1,,
"He stepped the mast of a dark-prowed man-of-war far down the beach and tethered a fluttering dove atop the pole, its foot looped with a light cord.",1,,
if that is best for all.,1,,
"And Aphrodite the daughter of Zeus went home but Hera sped in a flash from Mount Olympus' peak and crossing Pieria's coast and lovely Emathia rushed on, over the Thracian riders' snowy ridges, sweeping the highest summits.",1,,
"But Great Ajax next- dear to the gods he hurled and his spear's shadow flew and the shaft hit Hector's round shield, hit full center- straight through the gleaming hide the heavy weapon drove, ripping down and in through the breastplate finely worked, tearing the war-shirt, close by Hector's flank it jabbed but the Trojan swerved aside and dodged black death.",1,,
not a question.,1,,
15.531.,0,,
ships.,1,,
ATYMNIUS ta-tim'<ni-ust: (I) Trojan.,0,,
28,0,,
ACHILLES FIGHTS THE RIVER,0,,
"Lycia's captains are bearing down too hard, fierce as they always were in past attacks.",1,,
"But now I'll go for the others, anyone I can catch."" Whirling /} he stabbed Dryops, speared him right through the neck- he dropped at his feet and Achilles left him dead and smashed Demuchus' knee, Philetor's strapping son, stopped him right in his tracks with a well-flung spear then sprang with his great sword and ripped his life away.",1,,
HOMER:,0,,
just coming into bloom ...,1,,
He begged them all.,1,,
100,0,,
"yet undeniable, that Arnold chased but never really caught.",1,,
"Coming face-to-face with Atrides Agarnernnon, he relieved him of his fathers' royal scepter- its power can never die-and grasping it tightly off he strode to the ships of Argives armed in bronze.",1,,
Parry's demonstration that Homeric poetry had an oral base has not,1,,
Impossible.,1,,
"Nestors advice to send an embassy to Achilles, urging him to return to",1,,
"And Atreus' son himself, powerful Agamernnon seized your right hand, shouting out your name: ""You're mad, my Prince!",1,,
forgot their fighting-fury.,1,,
then Ajax came up third and the giant flung it hard with his rippling brawny arm to pass all other marks.,1,,
These are indeed strange words for Achilles.,1,,
"Stop, my glorious blazing boy!",1,,
"Here, before you all, I'll name in full the splendid gifts I offer.",1,,
"And the other sons of Achaea, running up around him, crowded closer.",1,,
310,0,,
A commission of yours taught me my lesson once.,1,,
"Homer attributes Heracles' death to ""Hera's savage anger"" (.",1,,
"RHODlUS troh' -di-us): river of the Tread, 12.23.",0,,
"In a bravura passage, he details the priceless ransom, Not only will he",1,,
"Come, all we can do now is sit in the halls, far from our son, and wail for Hector ...",1,,
"And now some greater disaster might have come from Zeus, some wrath, some harsher rage to break the gods on high- if Pallas Athena, fearing the worst for all immortals, had not leapt from her throne, bolted through the gates, tom the helmet off his head, the shield from his back and snatching the brazen spear from his burly grip, propped it against a pillar and dressed the War-god down in all his fury: ""Maniac, out of your senses!",1,,
pitch of its relentless skill and strength.,1,,
2.212.,0,,
"peaceful life-the pride of the tilled land, wide and triple-plowed, the",1,,
CALETOR,0,,
"But Argive units, spotting Hector in full retreat, charged the Trojans harder, their lust for battle rising.",1,,
Your pleading repels me rtow- you must have something better than this to say.,1,,
Proetus.,1,,
"in something approaching abstract form, on the shield",1,,
Have you the daring to wing an arrow at Menelaus?,1,,
910,0,,
but never in late archaeological contexts.,1,,
"But soon as a spear or bowshot wounds the king and Atrides mounts his chariot once again- then Zeus will hand you the power to kill and kill till you cut your way to the benched ships and the sun sinks and the blessed darkness sweeps across the earthl"" And Iris racing the wind went veering off, Hector leapt to ground from his chariot fully armed and brandishing two sharp spears went striding down his lines, ranging flank to flank, driving his fighters into battle, rousing grisly war-and round the Trojans whirled, bracing to meet the Argives face-to-face: but against their mass the Argivesclosed ranks, the fighting about to break, the troops squaring off and Atrides, tense to outfight them all, charged first.",1,,
"the old man, with what small comfort mortals can take for their lot.",1,,
"Agamemnon here who now claims to be, by far,",1,,
Patroclus.,1,,
Clearly what he really wishes for is a world containing nothing but,1,,
THE ILIAD,0,,
11.352.,0,,
"is based on the elegant handwriting of Richard Porson, an early-",1,,
"DRESUS tdree'<susv: Trojan killed by Euryalus, 6.23.",0,,
"and for Lynne, Katya and Nina-",0,,
"Then my Trojans could catch their breath again, reprieved from death- they cringed at you like bleating goats before some lion."" But never flinching, staunch Diomedes countered, ""So brave with your bow and arrows-big bravado- glistening lovelocks, roving eye for girls!",1,,
"charging Diomedes already dismounted, rearing up on foot.",1,,
11.67.,0,,
"The men who trooped with Hector and Prince Polydamas-- they were the greatest force, the best and bravest, grim set above all the rest to breach the wall and go for the beaked ships and fight it out.",1,,
"Parry,Milman.",0,,
"Phthires' ridges thick with timber, Maeander's currents and Mount Mycale's craggy peaks.",1,,
led by Odius (I) and Epistrophus (3).,0,,
ance of Agamernnon's gifts.,1,,
"pressed by an Argive rally,",1,,
"Their master leapt down from the bright burnished car, propped his whip on the yoke.",1,,
0 ....,0,,
BOOK 16.,1,,
550,0,,
20,0,,
BOOK,0,,
IALMENUS (i-al'-me·nus): Achaean.,0,,
No one but Agamernnon-,1,,
Better for us that way.,1,,
"eo-commander of Trojan allies from Adrestia, killed by Diomedes, 2.941.",0,,
son of Megas.,0,,
"OETYLUS (ee'·ti·/us): city in Lacedaemon, 2.677.",0,,
"ORNIAE (or-neye'·ee): city in the kingdom of Agamemnon, 2.662.",0,,
417,0,,
BOOK 16:,0,,
"that day I followed your son to Troy, forsaking my marriage bed, my kinsmen and my child.",1,,
810,0,,
440,0,,
Don't stir my raging heart still more.,1,,
"killed by Agamemnon, 11.118.",0,,
THE GREAT GATHERING OF ARMIES,0,,
Then how could I J·'Js up royal Odysseus here?,1,,
"So now the son of noble Telamon, dauntless Ajax scattered the massing Trojan packs at a charge, all who bestrode Patroclus now, high with hopes of dragging him back to Troy to win the glory- Trying hardest, Hippothous out for fame ...",1,,
"He'd never be at the front, smashing our lines unless Old Thunder, Zeus, had put him on his feet.",1,,
"Lifting it from the chest he purified it with sulphur crystals first then rinsed it out with water running clear, washed his hands and filled it bright with wine.",1,,
"Right behind them the two Aeantes held the Trojans off as a wooded rocky ridge stretched out across an entire plain holds back a flood, fighting offthe killer-tides of the mounting rivers, beating them all back to swamp the lowland flats- none of their pounding waves can make a breakthrough.",1,,
"like mist and settling down beside him as he wept,",1,,
(2) Father of Trojan Alcathous.,0,,
"(J60-9/1 But l-e-whatever fists and feet and strength can do, that I will do.",1,,
Troy.,1,,
"The Achaeans, unable to take Troy, learned of a prophecy that they would be able to do so only with the aid of PhiIoctetesand his bow, a famous weapon that he had inherited from Heracles.",1,,
"""Quick, 5thenelus.",1,,
"And there was Helen of Argas, sitting with all the women of the house, directing the rich embroidered work they had in hand.",1,,
"Down she plunged to the bottom fast as a lead weight sheathed in a glinting lure of wild hull's horn, bearing hooked death to the ravenous fish.",1,,
30,0,,
"fa patrol the enemy lines and learn at once if the fleet's stiII guarded as before or now, battered down at our hands, huddling together, you plan a quick escape, your morale too low to mount the watch tonight-bone-weary from battle,""",1,,
"What are your ears for, Ares, can't you hear the truth?",1,,
.,1,,
"They escorted him home to Troy-saved, past all their hopes- while far across the field the Achaean men-at-arms escorted Ajax, thrilled with victory, back to Agamemnon.",1,,
"Poseidon the god whose breakers shake the land began, ""Father Zeus.",1,,
360,0,,
"And once they'd heaped the mound they turned back home to Troy, and gathering once again they shared a splendid funeral feast in Hector's honor, held in the house of Priarn, king by will of Zeus.",1,,
"describe the death of Hector six books later (, ):",1,,
350,0,,
"Wait, take my advice and call a halt right here: no more battling with fiery-hatred Menelaus.",1,,
"72), ""is unique, and often specifically adapted to its context.""",1,,
tragedy.,1,,
"They'll give royal Hector his fill of blows, strong on attack, glutton for battle as he is.",1,,
"There are many cases, for example, where a truly fonnulaic epithet does",1,,
"But Thoas son of Andraemon spurred them on, Aetolia's best by far, skilled with the spear, f28J-JIJ} superb at cut-and-thrust and few Achaeans could put him down in debate when the young men vie and struggle over points.",1,,
"Sentries take up posts, squads fronting the trench we dug outside the rampart.",1,,
"And Menelaus whose cry could marshal armies urged both sides, ""Now hear me out as well!",1,,
"If not, I swear.",1,,
aIternatives--but had great scope-there was a way to fit the names,1,,
"not now- you'd sap my limbs, I'd lose my nerve for war.",1,,
140,0,,
"County Wicklow many years ago, sketched out my route for returning to",1,,
400,0,,
"Book 23 for example, which",1,,
430,0,,
"bronze and gold and plenty of well-wrought iron-father would give you anything, gladly, priceless ransom",1,,
"RHENE iree'<neei: mother of the Achaean Medon (1) by Oileus (1), 2.830.",0,,
"""",1,,
"man."" Warriors are described as ""eager"" or even ""yearning"" for battle,",1,,
DIOMEDES FIGHTS THE GODS,0,,
The end dosed in around him.,1,,
That last phrase is a new view of the war, he sees it now from Priam's,1,
500,0,,
The first to hurl.,1,,
"glory-""everybody dead but us two,"" as a scandalized ancient com-",1,,
Again and again he fought for breath.,1,,
and battles.,1,,
TheAges ofHomer: A Tribute toEmily Townsend Vermeule.,0,,
"beautiful, burnished work, and raised its golden crest and made him greaves of flexing, pliant tin.",1,,
167,0,,
"(2) Achaean, son of Buaemon, commander of Thessalians from Ormenlon, 2.838.",0,,
438,0,,
"That man-if I could see him bound for the House of Death, I could say my heart had forgot its wrenching griefl"" But his mother simply turned away to the palace.",1,,
"The whole city of Troy comes trampling down on us, daring, wild-why?",1,,
HOMER:,0,,
"But now not a single Trojan flees his death, not one the gods hand over to me before your gates, none of all the Trojans.",1,,
"but the Huntress showering arrows could not save him now nor the archer's long shots, his forte in days gone by.",1,,
"roaring down now from the city's crest, commanding Trojans on and now rushing along the Simois banks and scaling Sunlight Hill.",1,,
HOMER:,0,,
savage repression by the emperor Titus-events in which he had played,1,,
"A band of loyal followers rushed to help him, led him out of the ring, his feet dragging, head lolling to one side, spitting clots of blood ...",1,,
"Yes, but as soon as fiery-eyed Athena marked them killing Argive ranks in this all-out assault, down she rushed from the peaks of Mount Olympus straight for sacred Troy.",1,,
This is how the gods hate.,1,,
to whom Heracles was to be subject (- 57).,1,,
900,0,,
"And I told Patroclus dearly, 'Once you have beaten offthe lethal fire, quick, come back to the ships-you must not battle Hector!' ..",1,,
But that is,1,,
The,1,,
8,0,,
NAMES,1,,
"rising up from the offshore swell, urged the Argives, taking the build and tireless voice of Calchas.",1,,
"ary tale, he will receive the gifts once offered and refused, even though",1,,
80,0,,
wife,1,,
"Look, I will bow my head if that will satisfy you.",1,,
"a major source of Homer's energy, the loft and carry of his imagination",1,,
reaching out to beloved companions.,1,,
To what extent is Achilles a free and responsible,1,,
"Then dipping sweet nectar up from the mixing bowl he poured it round to all the immortals, left to right.",1,,
Haven't you got enough to wail about at home without coming here to add to all my griefs?,1,,
one of,1,,
11.22.,0,,
"a select number of the Greek masterpieces of pre-Christian times, Homer",1,,
Like the snow or freezing hail that pelts from clouds when the North Wind born in the clear heaven blasts it on- so in an eager rush of speed the Wind-swift Iris flew and stopped beside the famous god of earthquakes.,1,,
"He has a father too, as old as I am-Peleus sired him once, Peleus reared him to be the scourge of Troy but most of all to me-he made my life a hell.",1,,
THE ILIAD,0,,
"They had been drawn up on the beach, ""far away from the fighting""; a defensive wall was built ahead of their stems (they were positioned ready for relaunching).",1,,
on paper in a cursive minuscule script complete with accents and breath-,1,,
432,0,,
"That's the pain that wounds me, sufferingsuch humiliation.",1,,
"Because you are dead, her great guardian, you who always defended Troy, who kept her loyal wives and helpless children safe, all who will soon be carried off in the hollow ships and I with them- And you, my child, will follow me to labor, somewhere, at harsh, degrading work, slaving under some heartless master's eye-that, or some Achaean marauder will seize you by the arm and hurl you headlong down from the ramparts-horrible death- enraged at you because Hector once cut down his brother, his father or his son, yes, hundreds of armed Achaeans gnawed the dust of the world.",1,,
My vicious sons-my humiliations!,1,,
"It is sometimes displayed by Zeus himself, and by Apollo, as well as by Athena.",1,,
"It's not your fate to.be swallowed by a river: he'll subside, and soon-you'll see for yourself.",1,,
"TEUCER (tyoo'·sur): Achaean, bastard son ofTelamon, half·brotherof Great Ajax and a master-archer.",0,,
by heaven!,1,,
Best to yield to night.,1,,
"Come-see if we can arm the Achaeans for assault."" And out he marched.",1,,
310,0,,
THE SHIELD OF ACHILLES,0,,
"SANGARIUS (san-ga'-ri-uss: river in Phrygia, 3.227.",0,,
Yet in the fourth book the Trojan archer Pandarus has an iron,1,,
"third-born of the gods, dear child.",1,,
"dust, tied to his chariot.",1,,
"Rouse (1937) and Robert Fitzgerald (1961) have done the same in rendering the Phaeacian princes' names ( in the Greek), all of them fittingly nautical for a seafaring people.",1,,
BATTLING FOR THE SHIPS,0,,
"Hugging the shaft he writhed, gasping.",1,,
not live to hear her cries as she is led off to slavery.,1,,
"arrowhead, mentioned quite casually as if that were normal.",1,,
230,0,,
174,0,,
"But you, you gave way to your overbearing anger, disgraced a great man the gods themselves esteem- you seized his gift of honor and keep her still.",1,,
Greek historian Herodotus so referred to it in the fifth century a.c.,1,,
320,0,,
4S0,0,,
I really don't remember.,1,,
"Marpessa: Idas and the god Apollo were both in love with Marpessa, and Apollo carried her off.",1,,
"The tallest trunk there was on the heights of Ida, it pierced the low-hung mist and shot up through the sky.",1,,
HOMER:,0,,
0.9875,0,,
We are suddenly re-,1,,
MENELAUS' FINEST HOUR,0,,
It's hard to fight the Olympian strength for strength.,1,,
"""ox"" and ""house""), but by assigning some of the letters to the vowels,",1,,
400,0,,
cut them well into pieces.,1,,
"Wherever I look, no use, I cannot see the Achaean for the mission, such swirling mist blots out the men and horses both.",1,,
624,0,,
More ransom a son of the stallion-breaking Trojans might just fetch from Troy?- though I or another hero drags him back in chains .,1,,
"a human passion, but the prologue speaks also of gods.",1,,
"He went and brought it, handed it to Eumelus.",1,,
5.165.,0,,
102,0,,
echoed in Greek literature from Homer to Plato.,1,,
"turns it dose, never loses the first chance to relax his reins and stretch his pair but he holds them tight till then, eyes on the leader.",1,,
"But the son of Cronus throned on high knows nothing, nor does any other immortal housed on Olympus shrouded deep in snow."" Achilles broke in quickly-« ""How can I go to war?",1,,
Peleus needs no help to fetch a bride for me himself.,1,,
390,0,,
480,0,,
59,0,,
"when you reveal god's will to the Argives-no one,",1,,
been lost in Western Europe.,1,,
the strongest weapon in his,1,,
And anguish seized Menelaus lord of the war cry.,1,,
571,0,,
"tributary of the Peneus and a branch of the Styx, 2.853.",0,,
"same pattern, presenting in a rhythmic microcosm the wandering course",1,,
Yet I suspect we all have known each other in,1,,
"HIPPONOVS thi-po'·no·us): Achaean killed by Hector, 11.352.",0,,
Achillesis reminded,1,,
"the poem as a figure more stable, more majestic, than the other gods.",1,,
170,0,,
.,1,,
And the combination cae is,1,,
before he set out on his epic march to India in the late fourth century,1,,
"I think, tom open.",1,,
"promise each other shares when the city falls, those riches which, even",1,,
Achilles: Paradigms of the War Hero from Homer to the Middle Ages.,0,,
"But now, wild as a black cyclone twisting out of a doudbank, building up from the day's heat.",1,,
"MULIUS imoo'sli-us'[: (1) Epean hero, son-in-law of Augeas, killed by Nestor; 11.879.",0,,
1.569.,0,,
"to Hector's name: I like to ally itsgleaming with his actions, now nodding",1,,
"only from Odysseus, and then from Phoenix.",1,,
200,0,,
I too was glad to camp the night on the shipways.,1,,
It is a matter,1,,
280,0,,
"The fire lapped at the vessel's belly, the water warmed and soon as it reached the boil in the glowing bronze they bathed and anointed the body sleek with olive oil, [35/-79j closed each wound with a soothing, seasoned unguent and then they laid Patroclus on his bier ...",1,,
AGRIUS (a' ·sri-us): a prince of Calydon.,0,,
390,0,,
"weeping their hearts out, as if he went to his death.",1,,
BOOK 5:,0,,
But I would die of shame to face the men of Tray and the Trojan women trailing their long robes if I would shrink from battle now.,1,,
568,0,,
"Command Poseidon to quit the war and slaughter now, go back to the tribes of gods or down to his bright sea.",1,,
"{/ You won't return, I know, your mission unfulfilled, whatever your eager heart desires to do."" Hera broke into smiles now, her eyes wide- with a smile she tucked the band between her breasts.",1,,
death.,1,,
THE ILIAD,0,,
103,0,,
"The king of men Agamemnon hailed him quickly: ""Nestor.",1,,
90,0,,
"eo-commander with Dlomedes and Euryalus of the Argolid contingent, 2.655.",0,,
PELASGlANS (pe-/az'-juns): Trojan allies.,0,,
"And so with me, I tell you!",1,,
storming on with his spear.,1,,
.~ i,0,,
The Iliad remains a terrifying poem.,1,,
And if you reach the,1,,
-------.,0,,
"""Hera, Hera, queen of the gods and daughter of mighty Cronus- any other immortal god who lives forever, believe me.",1,,
"And once you've roused our lines to the last man, we'll hold out here and fight the Argives down, hard-hit as we are-necessity drives us on.",1,,
A terrible thing ...,1,,
"to raze Trov's massive ramparts to the ground.""",1,,
"Crotty, Kevin.",0,,
also called the Great Bear and the Big Dipper.,0,,
980,0,,
And last.,1,,
"SCHEDIUS iske'·di·us): (1) Achaean, son of Iphitus (1), commander of the Pho- clans, killed by Hector, 2.607.",0,,
"""who drink the milk of mares."" 13.7.",0,,
"Helenus, rugged warlord?",1,,
"on a jutting rock ledge drags some fish from the sea,",1,,
440,0,,
"Now that the gods have let me kill this man who caused us agonies, loss on crushing loss- more than the rest of all their men combined- come, let us ring their walls in armor, test them, see what recourse the Trojans still may have in mind.",1,,
344,0,,
He is,1,,
prominent among them.,1,,
130,0,,
"No doubt some mortal has suffered a dearer loss than this, a brother born in the same womb, or even a son ...",1,,
smashing through his skull and the dark came whirling down across his eyes-- he toppled down like a tower in the rough assault.,1,,
"Then round her shoulders she swirled the wondrous robes that Athena wove her, brushed out to a high gloss and worked into the weft an elegant rose brocade.",1,,
"that time, alone, apart from his men, he marched the message into Thebes, filled with hordes of Thebans, I told him to banquet in their halls and eat in peace.",1,,
"in the kingdom of Achilles, 2.778.",0,,
"Or me, and the destiny that weighs me down, your widow, now so soon?",1,,
110,0,,
ARETVS ia-ree' -tus): Trojan killed by Automedon.,0,,
hearts in their chests weighed down with anguish- and the sight of the old horseman coming toward them struck them all with a sharper sense of dread.,1,,
"Our prince of beauty- mad for women, you lure them all to ruinl Where's Deiphobus?",1,,
then you just mightcure your rage at last.,1,,
Except for,1,,
"Smashing the lines of fighters now- but Aeneas marked it all and oblivious to the rain of spears he waded in, [168-2ooJ hunting for Pandarus, hoping to find the archer.",1,,
"ILlONEUS ieye'<h-on-yoos): Trojan, son of Phorbas, killed by Peneleos, 14.572.",0,,
"The work done, the feast laid out, they ate well and no man's hunger lacked a share of the banquet.",1,,
pursuit.,1,,
See notes passim.,0,,
BOOK 18:,0,,
The Iliad or The Poem of Force.,0,,
"But Achilles won't be missed so sorely, not a bit, if the rest of us can rouse and defend each other.",1,,
HOMER,,0,
"that fix the terms of the duel between Paris and Menelaus, but he cannot",1,,
My heart grieves for Hector.,1,,
"wife of Admetus, mother of the Achaean Eumelus, 2.815.",0,,
"THE lLlAD // Smeared on the old man's head and neck the dung laythick that he scraped up in his own hands, groveling in the filth.",1,,
"This constellation appears to be close to the side of Orlon, named after a mythical great hunter.",1,,
"Do I stay with them, waiting for you to come?",1,,
Their own bravado killed them.,1,,
Archbishop Turpin finally prevailson Roland to blow his horn and summon Charlemagne by pointing out,1,,
HOMER:,0,,
600,0,,
"It's not the hour to meet your doom, not yet.",1,,
excavator.,1,,
THE ILIAD,0,,
"Hovering at his head the phantom rose and spoke: ""Sleeping, Achilles?",1,,
They are making a splendid sacrifice to the gods- I must not miss my share of the sacred feast.,1,,
"""Now,"" he says,",1,,
THE ILIAD,0,,
168,0,,
"ASTYANAX (a-steye'-Q-lIax): ""Lord of the City."" infant son of Hector and An- dromache, 6.477.",0,,
"Come, follow my orders!",1,,
And,1,,
"And then, from that day on, I'll turn the tide of war: back the fighting goes, no stopping it.",1,,
civilized responsibility and restraint of Hector is maintained to the end.,1,,
520,0,,
"I know it all, how to charge in the rush of plunging horses-- I know how to stand and fight to the finish, twist and lunge in the War-god's deadly dance.",1,,
30,0,,
"Never a fear of me,",1,,
BOOK,0,,
Around the pyre they planted a ring of stone revetments.,1,,
"no one can catch you then or overtake you with a surge-- not if the man behind you were driving huge Arion, Adrastus' lightning stallion sired by the gods.",1,,
190,0,,
Forgetting our battle-fury?,1,,
16.496.,0,,
"the poem and elsewhere, by the will of Zeus.",1,,
"At boxing I destroyed Clytomedes, Enops' boy.",1,,
"Nilsson, M.",0,,
Abandon him here in Troy to wallow in all his prizes- he'll see if the likes of us have propped him up or not.,1,,
things have been set to rights.,1,,
260,0,,
"Pity your mother too, if I ever gave you the breast to soothe your troubles, remember it now, dear boy- beat back that savage man from safe inside the walls!",1,,
But then-enraged for Patroclus-- brilliant Achilles will bring Prince Hector down.,1,,
"And moved at the sight, the good soldier Patroclus burst out in grief with a flight of winging words, ""Poor men!",1,,
470,0,,
14.530.,0,,
"fawr of Sthenelus (2), 14.384.",0,,
guardsmen keeping the long hard watch that night.,1,,
"CHRYSE (kreyr'.ser): town in the Tread, home of Chryses, 1.44.",0,,
"and Mother Tethys: the word translated ""fountainhead"" suggests that Ocean and his wife Tethys were the parents of the Olympian gods.",1,,
"Once it had burned down and the flames died away, he scattered the coals and stretching the spitted meats across the embers, raised them onto supports and sprinkled clean pure salt.",1,,
85,0,,
613,0,,
veterans bristling spears.,1,,
one.,1,,
acquaintance with the work we know as Homer's.,1,,
non's council but also to amend the dual forms.,1,,
0,0,,
"There's powerful Diomedes brought down by an archer, Odysseus wounded, and Agamernnon too, the famous spearman, and Eurypylus took an arrow-shot in the thigh .",1,,
"begged them to come, so the wood might burst in flame and the dead bum down to ash with all good speed.",1,,
520,0,,
"Now, all in a mass.",1,,
fighting?,1,,
"beginning of the twentieth century, opinion had begun to swing away",1,,
just keep clear of every foray in the fighting.,1,,
xiv,0,,
"Why look, that man is worth an entire army, the fighter Zeus holds dear with all his heart- how he exalts him now and mauls Achaea's forcesl But since I was blinded, lost in my own inhuman rage, now, at last, I am bent on setting things to rights: I'll give a priceless ransom paid for friendship.",1,,
and the Trojan women trailing their long robes,1,,
the warriors.,1,,
We're wasting time.,1,,
"They look our way in despair, they must.",1,,
The Program in Hellenic Studies at the university,1,,
514,0,,
he swept a fatal plague through the army-men were dying,1,,
"Epistor and Melanippus, then in a flurry Blasus, Mulius and Pylartes- he killed them all but the rest were bent on flight.",1,,
the boys swung golden daggers hung on silver belts.,1,,
"But I'd like the leading captains to remain."" Hearing his wish, the lord of men Agamemnon dismissed the troops at once to the balanced ships.",1,,
the norms of humanity by according them worship at their tombs after,1,,
"SESTOS (ses' -res): city on the northern or European shore of the Hellespont, allied with Troy, 2.948.",0,,
even confusing at times.,1,,
520,0,,
210,0,,
The Iliad shows us the origin.,1,,
"Now the renowned spearman Ajax rushed against him, slashing him down the flank, knocking him backward- Trojans and Argives swarming over him, out for blood.",1,,
"Beye, Charles R.",0,,
530,0,,
"rage storms against the routed Trojans and comes right up to the walls,",1,,
And thegirls wore robes of linen light andflowing.,1,,
150,0,,
the rage of Achilles-its cause.,1,,
each at his own chariot.,1,,
282,0,,
And he has chosen glory and death at Troy.,1,,
"Stop confusing my fixed resolve with this, this weeping and wailing just to serve his pleasure.",1,,
"standing capitals, crudely and laboriously formed, written from right to",1,,
"Like the generations of leaves, the lives of mortal men.",1,,
"stampeding, he'll catch me even so and slash my coward's throat.",1,,
"ponnesian War began, to end in 404 with the surrender of Athens and",1,,
language not of command but of persuasion.,1,,
629,0,,
THE EMBASSY TO ACHILLES,0,,
No escape-route then.,1,,
Many others afield are much taller.,1,,
HEBE thee'-bre): goddess of youth.,0,,
"Gear up with the best and biggest shields in camp and encase our heads in helmets, burnished, fire-bright and take in hand the longest javelins we can find- then in for attack!",1,,
...,1,,
This flashing Hector has all Tray at his back!,1,,
"He scanned the Achaean rampart: where could he find some chief, some captain to fight disaster offhis men?",1,,
"Ares, I gather, has just received his share ...",1,,
250,0,,
They mixed the contenders' wine in a large bowl and rinsed the warlords' waiting hands with water.,1,,
Pleiades (pleye'-a-deez).,1,,
HOMER:,0,,
"Always misery warms your heart, your prophecies-",1,,
we find four-horse chariots, trumpets mentioned in similes but never,1,
defend your people now!'- and they vowed a princely gift.,1,,
620,0,,
one of Priam's wives.,0,,
"Down from Ida's slopes he dove to the bloody field and lifting Prince Sarpedon clear of the weapons, bore him far from the fighting, off and away, and bathed him well in a river's running tides and anointed him with deathless oils .",1,,
980,0,,
"But he reached Rhodes at last, a wanderer rocked by storms, and there they settled in three divisions, all by tribes, loved by Zeus himself the king of gods and mortals showering wondrous gold on all their heads.",1,,
13.424.,0,,
"We swept down from Olympus, all to join this fight so Achillesmight not fall at Trojan hands today.",1,,
52,0,,
"son of Laomedon, brotherofPriam, father of Caletor (2), 3.176.",0,,
"dragging his fine chariot, flogging his team before him.",1,,
mistress of Achilles.,0,,
But the wealth of Troy is apparent also from the fact that time after,1,,
How could he know what work the Father had in mind?,1,,
Dead set as mules who put their backs in the labor ...,1,,
This regularity imposed on,1,,
'Kill Meleager.,1,,
"Hurry, head our chariot right where the fighting's thickest, there-horse and infantry hurling into the slaughter, hacking each other down, terrific war cries rising!"" With that, Cebriones flogged their sleek team and leaping under the whistling, crackling whip they sped the careering car into both milling armies, trampling shields and corpses, axle under the chariot splashed with blood, blood on the handrails sweeping round the car, sprays of blood shooting up from the stallions' hoofs and churning, whirling rims.",1,,
270,0,,
No blind man's watch.,1,,
